sample_id,crop_type,state,season,soil_type,temperature_celsius,humidity_percent,rainfall_mm,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_kmh,sunlight_hours,leaf_wetness_hours,field_area_hectares,days_after_sowing,irrigation_type,prev_disease_history,disease_label,severity_score,severity_label,treatment_cost_inr,yield_loss_percent
FDP-02480,Wheat,Karnataka,Zaid,Sandy,29.1,79.7,201.35,6.74,51.1,34.4,43.0,17.0,9.2,9.4,19.99,86,Drip,1,Leaf Blight,0.503,Moderate,3934,29.1
FDP-02481,Soybean,Jharkhand,Kharif,Loam,18.1,89.8,170.56,6.87,57.0,29.9,39.8,8.4,9.5,2.3,16.73,19,Flood,0,Downy Mildew,0.611,Moderate,5480,34.8
FDP-02482,Wheat,Karnataka,Rabi,Sandy,25.1,55.4,86.7,6.94,78.9,53.8,70.4,12.3,6.6,5.8,13.77,71,Drip,0,Healthy,0.082,None,0,0.0
FDP-02483,Rice,Haryana,Zaid,Clay,15.7,77.8,294.24,5.47,34.4,34.7,33.0,18.1,4.2,1.5,13.38,109,Rainfed,0,Root Rot,0.587,Moderate,5894,42.8
FDP-02484,Rice,Telangana,Zaid,Sandy Loam,20.4,76.5,135.47,6.2,49.8,40.5,39.1,5.9,8.6,8.4,23.71,80,Furrow,1,Rust Disease,0.753,Severe,22119,56.5
FDP-02485,Cotton,Telangana,Zaid,Silty Clay,20.2,90.4,219.12,5.62,39.1,29.1,30.4,15.1,11.5,6.9,5.05,120,Rainfed,0,Root Rot,0.63,Moderate,3681,34.3
FDP-02486,Maize,Tamil Nadu,Zaid,Silty Clay,26.0,52.2,111.47,6.35,76.2,57.3,69.4,12.3,5.4,3.4,10.13,94,Rainfed,1,Healthy,0.002,None,0,0.0
FDP-02487,Cotton,Karnataka,Kharif,Red Laterite,26.8,62.3,104.09,6.53,55.6,37.8,49.0,4.0,9.9,4.7,11.46,96,Furrow,1,Mosaic Virus,0.397,Mild,741,15.4
FDP-02488,Barley,Tamil Nadu,Rabi,Red Laterite,25.5,58.3,111.46,6.91,69.4,56.0,67.8,15.1,6.8,10.9,14.19,112,Furrow,0,Healthy,0.086,None,0,0.0
FDP-02489,Sugarcane,Gujarat,Kharif,Sandy,29.2,78.0,166.46,6.14,41.2,26.6,49.1,17.1,4.8,15.7,20.89,41,Drip,0,Bacterial Wilt,0.834,Severe,21179,71.7
FDP-02490,Wheat,Telangana,Rabi,Clay,20.0,73.9,152.45,6.22,61.9,45.8,54.5,22.5,7.6,15.6,2.99,89,Furrow,0,Rust Disease,0.888,Severe,10624,68.6
FDP-02491,Barley,Punjab,Kharif,Sandy,20.2,83.6,217.82,5.64,32.2,29.7,40.3,19.0,7.0,17.9,16.74,86,Rainfed,0,Root Rot,0.792,Severe,14687,72.0
FDP-02492,Rice,Jharkhand,Rabi,Black Cotton,25.5,54.8,116.96,6.18,82.2,65.6,81.3,16.5,6.7,8.3,14.17,15,Sprinkler,1,Healthy,0.061,None,0,0.0
FDP-02493,Sorghum,Uttar Pradesh,Rabi,Clay,25.8,55.1,94.55,6.63,84.5,55.9,68.6,15.0,9.6,17.2,22.87,41,Drip,0,Healthy,0.067,None,0,0.0
FDP-02494,Cotton,Karnataka,Rabi,Black Cotton,26.4,53.1,91.39,6.5,87.4,59.0,77.7,25.0,4.0,2.9,7.89,91,Drip,0,Healthy,0.028,None,0,0.0
FDP-02495,Sorghum,Uttar Pradesh,Rabi,Sandy,16.8,89.7,159.82,7.11,43.8,39.6,49.2,11.0,5.1,2.1,19.8,63,Drip,0,Downy Mildew,0.732,Moderate,6412,31.0
FDP-02496,Potato,Haryana,Zaid,Silty Clay,22.9,48.9,128.77,6.7,85.9,63.4,71.8,21.3,8.1,12.6,10.63,49,Furrow,0,Healthy,0.091,None,0,0.0
FDP-02497,Potato,Maharashtra,Zaid,Red Laterite,28.7,80.8,111.9,6.12,45.6,34.7,41.4,17.3,5.4,2.0,13.22,118,Flood,0,Bacterial Wilt,0.848,Severe,10468,61.3
FDP-02498,Soybean,Odisha,Rabi,Silty Clay,17.7,93.0,209.34,5.38,34.6,33.1,35.2,8.6,7.9,7.8,22.49,15,Rainfed,1,Root Rot,0.968,Severe,16882,68.2
FDP-02499,Cotton,Andhra Pradesh,Zaid,Silty Clay,31.8,74.4,121.88,6.87,33.2,31.4,51.1,20.8,7.3,13.2,22.95,111,Drip,0,Bacterial Wilt,0.566,Moderate,4069,42.1
FDP-02500,Maize,Punjab,Zaid,Silty Clay,21.1,76.1,129.3,6.38,65.3,41.4,51.5,13.2,5.3,10.8,16.32,57,Flood,0,Rust Disease,0.958,Severe,9519,49.0
FDP-02501,Sorghum,Karnataka,Kharif,Sandy,24.1,52.6,78.39,6.51,81.0,56.7,63.0,23.1,10.4,4.9,12.4,53,Rainfed,0,Healthy,0.088,None,0,0.0
FDP-02502,Barley,Uttar Pradesh,Zaid,Silty Clay,25.8,43.9,90.5,6.35,67.5,67.5,69.3,7.0,4.8,11.5,4.76,81,Rainfed,0,Healthy,0.016,None,0,0.0
FDP-02503,Maize,West Bengal,Zaid,Sandy,24.8,49.3,89.87,6.44,77.3,58.4,67.1,24.2,6.7,12.8,20.35,37,Sprinkler,1,Healthy,0.084,None,0,0.0
FDP-02504,Wheat,Uttar Pradesh,Zaid,Red Laterite,30.1,86.5,153.81,6.12,54.4,41.4,43.5,6.5,9.6,15.5,24.0,73,Furrow,0,Leaf Blight,0.655,Moderate,6746,44.1
FDP-02505,Maize,Bihar,Zaid,Black Cotton,25.8,87.4,163.08,5.86,60.2,38.7,60.9,11.6,8.2,17.2,12.75,95,Drip,1,Anthracnose,0.353,Mild,1605,5.0
FDP-02506,Rice,Jharkhand,Zaid,Silty Clay,22.6,91.0,178.69,6.35,44.4,36.5,45.0,4.2,4.7,12.2,9.94,64,Flood,0,Anthracnose,0.86,Severe,21308,58.7
FDP-02507,Wheat,Odisha,Zaid,Clay,25.1,57.0,117.41,6.51,88.1,63.4,63.1,17.4,7.1,8.9,23.08,17,Furrow,0,Healthy,0.012,None,0,0.0
FDP-02508,Maize,Karnataka,Rabi,Clay,25.7,57.8,73.63,6.56,78.3,74.9,62.9,11.4,7.1,14.9,1.23,48,Sprinkler,1,Healthy,0.022,None,0,0.0
FDP-02509,Soybean,Haryana,Zaid,Black Cotton,17.8,88.0,194.7,6.75,46.6,36.0,47.7,22.8,5.8,2.0,2.71,97,Sprinkler,1,Downy Mildew,0.999,Severe,23877,76.5
FDP-02510,Wheat,Madhya Pradesh,Zaid,Black Cotton,24.3,56.1,86.79,5.99,84.5,66.2,71.3,4.1,9.6,16.8,5.73,118,Sprinkler,0,Healthy,0.016,None,0,0.0
FDP-02511,Tomato,Uttar Pradesh,Rabi,Silty Clay,27.8,69.3,96.04,7.37,44.6,43.5,45.6,11.0,7.0,12.4,2.71,89,Flood,0,Mosaic Virus,0.97,Severe,23025,57.7
FDP-02512,Barley,Bihar,Rabi,Silty Clay,26.5,50.0,90.24,6.7,78.4,69.9,74.6,17.2,7.8,1.9,24.0,66,Flood,0,Healthy,0.061,None,0,0.0
FDP-02513,Sugarcane,Jharkhand,Kharif,Clay,20.8,70.2,125.13,6.38,48.5,36.4,53.0,16.1,9.8,1.2,20.54,111,Flood,1,Rust Disease,0.563,Moderate,3089,41.1
FDP-02514,Potato,Rajasthan,Kharif,Loam,26.4,61.8,102.81,7.07,45.7,36.5,52.4,4.0,10.3,3.7,4.72,43,Sprinkler,1,Mosaic Virus,0.651,Moderate,2648,37.5
FDP-02515,Cotton,Uttar Pradesh,Rabi,Black Cotton,16.8,93.8,183.97,7.31,58.9,41.6,48.1,4.6,6.9,4.0,8.62,46,Sprinkler,1,Downy Mildew,0.888,Severe,24712,64.1
FDP-02516,Sorghum,Maharashtra,Rabi,Sandy,28.3,53.0,105.0,6.8,79.9,60.9,81.6,20.5,9.6,5.1,13.49,81,Sprinkler,1,Healthy,0.094,None,0,0.0
FDP-02517,Maize,Maharashtra,Kharif,Clay,20.0,70.4,44.68,6.79,61.6,50.7,61.4,17.9,11.9,7.5,17.96,69,Rainfed,0,Powdery Mildew,0.582,Moderate,5797,35.1
FDP-02518,Barley,Andhra Pradesh,Rabi,Loam,23.0,79.8,112.32,6.22,46.1,32.6,52.3,18.6,6.2,15.5,4.85,24,Sprinkler,0,Rust Disease,0.707,Moderate,6644,40.4
FDP-02519,Maize,Uttar Pradesh,Kharif,Black Cotton,31.3,62.6,105.51,5.56,44.3,38.9,44.3,21.5,11.7,15.5,20.62,47,Furrow,0,Fusarium Wilt,0.667,Moderate,3511,24.1
FDP-02520,Sorghum,Gujarat,Kharif,Sandy Loam,23.2,52.7,48.44,7.08,63.1,42.1,50.1,17.8,7.8,2.4,3.97,68,Drip,1,Powdery Mildew,0.977,Severe,21375,51.2
FDP-02521,Soybean,Jharkhand,Zaid,Silty Clay,25.6,70.9,124.05,6.76,50.5,45.5,53.6,19.1,5.2,7.3,21.82,91,Furrow,0,Mosaic Virus,0.94,Severe,16124,52.5
FDP-02522,Sugarcane,West Bengal,Rabi,Silty Clay,14.3,89.8,222.29,6.44,45.8,31.2,41.1,13.4,8.7,3.1,22.29,74,Rainfed,1,Downy Mildew,0.728,Moderate,5048,42.9
FDP-02523,Potato,Madhya Pradesh,Kharif,Clay,25.3,68.4,48.16,7.12,60.7,38.1,48.4,18.1,4.2,12.7,11.7,82,Drip,0,Powdery Mildew,0.666,Moderate,4060,42.4
FDP-02524,Rice,Andhra Pradesh,Rabi,Clay,16.1,89.2,265.03,6.34,58.7,37.5,47.8,20.4,4.8,15.0,5.74,82,Furrow,0,Downy Mildew,0.359,Mild,758,11.0
FDP-02525,Rice,Uttar Pradesh,Rabi,Loam,27.8,51.9,94.34,6.69,90.8,65.7,79.7,24.4,8.4,8.1,21.58,98,Rainfed,1,Healthy,0.015,None,0,0.0
FDP-02526,Rice,Karnataka,Rabi,Black Cotton,20.5,81.8,127.32,5.65,57.7,35.1,57.5,10.0,11.9,11.8,21.89,99,Drip,0,Rust Disease,0.91,Severe,10317,52.6
FDP-02527,Tomato,Andhra Pradesh,Zaid,Red Laterite,25.9,57.1,91.74,6.95,87.8,71.7,62.6,8.4,6.3,11.2,24.33,78,Flood,1,Healthy,0.09,None,0,0.0
FDP-02528,Sugarcane,Andhra Pradesh,Kharif,Sandy Loam,27.7,70.7,88.65,6.72,56.4,37.5,48.3,10.1,10.4,12.0,19.76,93,Sprinkler,1,Mosaic Virus,0.883,Severe,20574,55.4
FDP-02529,Maize,Rajasthan,Rabi,Sandy Loam,28.1,79.7,150.45,6.43,44.1,32.0,50.4,17.6,5.2,4.8,7.5,94,Drip,0,Bacterial Wilt,0.663,Moderate,3913,28.4
FDP-02530,Sorghum,Gujarat,Rabi,Sandy,24.8,50.9,88.91,6.52,85.4,59.2,78.3,9.4,7.3,13.1,13.16,92,Furrow,0,Healthy,0.094,None,0,0.0
FDP-02531,Sorghum,Jharkhand,Rabi,Clay,20.9,100.0,261.07,5.58,24.9,32.1,35.8,8.4,4.4,12.3,12.4,87,Sprinkler,0,Root Rot,0.582,Moderate,3078,42.0
FDP-02532,Cotton,Jharkhand,Kharif,Black Cotton,24.3,51.0,102.82,6.65,85.2,61.2,68.1,14.1,6.5,7.9,1.02,15,Furrow,1,Healthy,0.041,None,0,0.0
FDP-02533,Barley,Rajasthan,Rabi,Silty Clay,23.0,58.5,114.28,7.11,87.6,63.9,62.4,11.0,5.0,14.3,19.15,76,Sprinkler,0,Healthy,0.085,None,0,0.0
FDP-02534,Tomato,Madhya Pradesh,Rabi,Sandy,28.1,54.9,93.33,6.6,96.9,59.7,68.9,16.7,4.7,8.8,24.84,30,Sprinkler,0,Healthy,0.023,None,0,0.0
FDP-02535,Tomato,Andhra Pradesh,Rabi,Black Cotton,25.6,59.8,90.08,6.76,75.7,62.0,66.2,14.0,5.7,12.8,13.86,55,Drip,1,Healthy,0.001,None,0,0.0
FDP-02536,Sugarcane,Haryana,Kharif,Black Cotton,19.1,89.5,235.01,5.05,30.4,23.5,44.4,4.2,9.6,5.8,24.71,24,Sprinkler,1,Root Rot,0.343,Mild,1358,6.3
FDP-02537,Maize,Tamil Nadu,Kharif,Clay,18.4,70.7,107.81,6.58,52.3,34.1,66.0,19.8,7.0,3.7,20.1,57,Furrow,0,Rust Disease,0.439,Mild,1491,7.9
FDP-02538,Tomato,Haryana,Rabi,Black Cotton,21.1,53.8,40.33,6.7,60.0,48.6,56.6,24.3,9.6,3.1,12.4,118,Sprinkler,1,Powdery Mildew,0.493,Mild,1418,9.3
FDP-02539,Potato,Uttar Pradesh,Rabi,Sandy,20.5,81.4,116.74,6.2,53.0,49.0,47.3,14.2,11.8,6.6,17.03,71,Flood,1,Rust Disease,0.842,Severe,18328,79.5
FDP-02540,Wheat,Bihar,Zaid,Red Laterite,27.4,89.7,211.47,5.69,50.2,39.2,46.5,8.6,10.6,5.9,23.52,67,Drip,1,Anthracnose,0.844,Severe,10336,72.5
FDP-02541,Barley,Bihar,Rabi,Sandy Loam,19.0,77.5,115.85,5.88,42.0,47.1,45.4,2.5,8.6,9.8,17.4,103,Flood,0,Rust Disease,0.905,Severe,19374,47.7
FDP-02542,Tomato,Andhra Pradesh,Rabi,Sandy Loam,30.5,85.6,182.12,6.19,49.9,46.0,53.8,14.0,9.5,6.5,4.15,119,Furrow,0,Leaf Blight,0.856,Severe,24675,45.1
FDP-02543,Rice,Telangana,Zaid,Black Cotton,28.0,85.7,160.35,5.49,66.4,34.2,44.1,6.4,4.6,12.4,8.27,27,Rainfed,1,Leaf Blight,0.482,Mild,1971,17.0
FDP-02544,Cotton,Karnataka,Kharif,Silty Clay,25.8,57.1,36.76,7.57,66.2,52.9,59.6,7.0,9.1,2.7,13.92,29,Drip,1,Powdery Mildew,0.753,Severe,23492,45.1
FDP-02545,Sorghum,Telangana,Kharif,Red Laterite,27.7,84.2,203.95,6.15,48.6,30.9,47.5,18.7,10.6,4.5,5.85,16,Sprinkler,1,Leaf Blight,0.925,Severe,11841,63.9
FDP-02546,Tomato,Tamil Nadu,Zaid,Red Laterite,30.3,74.0,136.24,5.44,40.0,39.3,38.2,11.7,11.4,17.9,19.63,84,Flood,0,Fusarium Wilt,0.357,Mild,1605,5.4
FDP-02547,Soybean,Haryana,Rabi,Red Laterite,23.3,59.2,102.0,6.57,70.7,51.4,67.5,19.3,7.2,3.6,11.8,113,Flood,0,Healthy,0.051,None,0,0.0
FDP-02548,Barley,Karnataka,Zaid,Sandy,28.2,85.5,165.84,5.71,42.3,26.4,56.3,3.8,9.0,2.7,15.36,50,Rainfed,0,Anthracnose,0.674,Moderate,2101,23.8
FDP-02549,Sorghum,Punjab,Zaid,Loam,25.5,94.8,179.74,6.1,37.1,28.8,57.2,2.3,5.0,5.0,17.11,63,Rainfed,1,Leaf Blight,0.797,Severe,14771,75.3
FDP-02550,Cotton,Haryana,Zaid,Sandy,34.8,83.8,149.0,6.52,48.0,28.7,35.5,21.1,5.9,8.8,5.26,40,Flood,0,Bacterial Wilt,0.723,Moderate,5837,27.5
FDP-02551,Barley,Telangana,Zaid,Sandy Loam,26.7,69.0,107.37,6.5,64.6,35.7,58.9,22.6,10.3,15.4,3.0,113,Rainfed,1,Mosaic Virus,0.33,Mild,1974,19.5
FDP-02552,Wheat,Uttar Pradesh,Zaid,Clay,19.1,88.3,272.48,5.63,42.1,32.3,28.7,4.1,9.6,8.0,4.22,101,Furrow,0,Root Rot,0.79,Severe,11036,63.9
FDP-02553,Potato,Punjab,Kharif,Sandy Loam,31.9,78.5,161.12,6.79,47.2,40.5,43.1,12.3,11.7,8.9,16.21,40,Rainfed,0,Bacterial Wilt,0.565,Moderate,2788,28.4
FDP-02554,Cotton,Rajasthan,Zaid,Sandy Loam,31.3,88.6,141.14,6.45,59.6,26.4,48.3,16.8,11.3,1.1,3.78,35,Flood,1,Leaf Blight,0.431,Mild,744,6.7
FDP-02555,Wheat,Telangana,Rabi,Sandy,20.6,75.7,98.12,6.84,49.6,45.0,48.7,8.9,7.0,2.3,5.35,102,Flood,0,Rust Disease,0.313,Mild,962,14.0
FDP-02556,Wheat,Madhya Pradesh,Rabi,Sandy,16.2,92.0,229.77,5.33,31.3,30.5,31.4,16.1,10.9,14.9,7.49,61,Sprinkler,1,Root Rot,0.636,Moderate,7719,44.0
FDP-02557,Barley,Telangana,Zaid,Black Cotton,25.0,52.6,75.62,6.73,82.1,68.9,65.0,7.9,8.7,13.2,9.59,32,Drip,0,Healthy,0.044,None,0,0.0
FDP-02558,Soybean,Odisha,Zaid,Sandy Loam,28.8,57.7,100.3,6.79,72.2,68.8,63.4,2.4,9.4,2.7,2.09,94,Flood,1,Healthy,0.058,None,0,0.0
FDP-02559,Sugarcane,Haryana,Rabi,Sandy,24.4,66.8,50.48,7.32,72.3,49.1,56.5,7.3,5.9,6.7,23.61,67,Flood,0,Powdery Mildew,0.529,Moderate,6720,29.4
FDP-02560,Tomato,Tamil Nadu,Kharif,Clay,24.9,53.9,75.17,6.73,86.9,52.5,70.1,11.7,7.1,7.0,22.24,64,Furrow,0,Healthy,0.03,None,0,0.0
FDP-02561,Sugarcane,Uttar Pradesh,Zaid,Sandy,28.0,54.3,108.84,6.48,77.4,55.1,62.9,17.3,10.9,12.1,3.42,42,Furrow,1,Healthy,0.04,None,0,0.0
FDP-02562,Wheat,Uttar Pradesh,Rabi,Clay,31.1,74.5,208.08,5.93,42.5,38.2,48.7,5.1,7.8,6.4,24.46,65,Flood,1,Leaf Blight,0.604,Moderate,2068,29.3
FDP-02563,Barley,Karnataka,Zaid,Sandy Loam,26.9,45.5,75.28,6.72,71.6,68.2,62.1,18.1,9.3,9.6,17.77,96,Sprinkler,1,Healthy,0.084,None,0,0.0
FDP-02564,Sorghum,Odisha,Kharif,Sandy Loam,22.6,69.9,117.94,6.11,48.4,43.4,50.7,10.4,4.7,14.9,17.25,42,Furrow,0,Rust Disease,0.383,Mild,837,5.9
FDP-02565,Wheat,Haryana,Kharif,Loam,28.0,76.2,137.17,5.76,44.2,38.4,45.5,16.7,7.5,13.2,20.7,17,Sprinkler,1,Bacterial Wilt,0.411,Mild,909,16.5
FDP-02566,Cotton,Tamil Nadu,Zaid,Sandy,23.1,65.0,52.45,7.43,60.4,47.5,61.2,15.9,8.9,14.3,20.66,91,Flood,1,Powdery Mildew,0.9,Severe,14116,78.9
FDP-02567,Sorghum,Gujarat,Zaid,Silty Clay,26.2,56.6,121.65,6.69,88.8,62.3,74.3,2.4,9.8,14.1,18.21,20,Rainfed,0,Healthy,0.035,None,0,0.0
FDP-02568,Sugarcane,Rajasthan,Rabi,Black Cotton,18.8,88.7,249.94,6.73,48.2,40.5,57.9,9.6,6.0,9.7,14.66,47,Furrow,1,Downy Mildew,0.966,Severe,9436,56.2
FDP-02569,Sorghum,Madhya Pradesh,Rabi,Black Cotton,31.9,77.0,164.17,7.34,40.6,36.9,40.5,16.8,8.9,10.9,13.38,57,Furrow,0,Bacterial Wilt,0.363,Mild,1641,5.2
FDP-02570,Barley,Rajasthan,Zaid,Sandy,21.2,85.1,222.18,5.99,38.2,23.1,33.4,4.0,9.3,8.2,3.57,95,Furrow,1,Root Rot,0.448,Mild,1079,16.4
FDP-02571,Soybean,Haryana,Kharif,Red Laterite,21.2,63.2,30.56,7.03,63.5,47.0,63.9,9.3,4.9,11.7,22.94,91,Flood,1,Powdery Mildew,0.386,Mild,1762,12.4
FDP-02572,Soybean,Maharashtra,Rabi,Sandy Loam,27.7,91.4,154.86,5.9,61.9,29.2,51.5,10.7,7.5,15.7,9.03,118,Drip,1,Leaf Blight,0.868,Severe,12572,55.8
FDP-02573,Sugarcane,Bihar,Kharif,Loam,21.0,62.9,57.63,6.58,58.5,56.7,61.3,5.1,9.8,12.7,17.41,96,Rainfed,0,Powdery Mildew,0.931,Severe,21307,45.6
FDP-02574,Rice,Rajasthan,Rabi,Silty Clay,24.6,53.0,103.85,6.5,71.0,57.5,69.4,23.0,4.6,12.9,18.39,18,Sprinkler,0,Healthy,0.095,None,0,0.0
FDP-02575,Rice,Karnataka,Rabi,Clay,31.9,82.5,121.13,6.7,39.7,44.7,42.4,19.8,10.0,4.6,4.03,107,Rainfed,0,Bacterial Wilt,0.648,Moderate,2769,27.9
FDP-02576,Barley,Uttar Pradesh,Rabi,Silty Clay,21.7,51.8,67.91,6.16,88.7,54.5,82.4,23.8,6.1,11.7,15.48,62,Flood,0,Healthy,0.026,None,0,0.0
FDP-02577,Tomato,Madhya Pradesh,Zaid,Loam,23.9,45.8,81.89,6.64,64.2,56.8,68.7,11.7,5.1,3.2,16.36,71,Drip,1,Healthy,0.071,None,0,0.0
FDP-02578,Cotton,Karnataka,Kharif,Sandy Loam,26.8,71.5,122.74,5.52,38.7,24.7,48.5,20.4,9.5,17.8,3.88,118,Rainfed,1,Fusarium Wilt,0.708,Moderate,4615,38.1
FDP-02579,Rice,Karnataka,Zaid,Silty Clay,24.9,51.8,108.18,6.29,72.6,54.7,67.0,16.2,11.8,10.5,13.55,88,Rainfed,1,Healthy,0.096,None,0,0.0
FDP-02580,Soybean,Gujarat,Zaid,Clay,23.5,82.2,203.93,6.05,47.4,31.2,42.1,4.7,8.8,2.5,19.27,57,Drip,1,Anthracnose,0.688,Moderate,3595,42.0
FDP-02581,Sugarcane,Karnataka,Rabi,Black Cotton,31.8,73.5,143.15,5.88,46.1,45.3,44.0,8.4,9.0,1.1,10.2,86,Rainfed,1,Bacterial Wilt,0.683,Moderate,2056,29.4
FDP-02582,Maize,Tamil Nadu,Kharif,Black Cotton,23.5,68.6,39.44,7.29,65.0,42.2,63.4,17.8,8.4,11.2,0.52,76,Drip,1,Powdery Mildew,0.679,Moderate,4001,41.4
FDP-02583,Rice,Haryana,Zaid,Clay,16.4,89.6,182.84,5.92,45.6,33.6,46.3,23.1,6.6,6.5,14.32,18,Rainfed,1,Downy Mildew,0.642,Moderate,3777,24.7
FDP-02584,Sorghum,Maharashtra,Zaid,Sandy,13.2,92.4,191.78,6.44,33.7,42.5,45.9,15.0,5.9,3.1,23.48,115,Flood,0,Downy Mildew,0.696,Moderate,5316,27.2
FDP-02585,Barley,Maharashtra,Kharif,Loam,25.6,57.6,94.84,6.75,75.7,64.0,64.8,5.6,7.8,5.8,24.84,112,Rainfed,0,Healthy,0.093,None,0,0.0
FDP-02586,Sugarcane,Odisha,Rabi,Silty Clay,25.5,73.0,130.33,6.64,45.8,44.5,49.7,9.6,10.0,7.3,24.72,90,Sprinkler,0,Mosaic Virus,0.416,Mild,1469,18.8
FDP-02587,Maize,West Bengal,Kharif,Black Cotton,20.9,75.6,106.47,6.31,57.6,43.0,53.1,17.8,9.6,14.5,22.98,58,Drip,0,Rust Disease,0.396,Mild,1904,7.7
FDP-02588,Potato,Punjab,Zaid,Sandy Loam,18.5,72.9,117.51,6.6,45.9,46.0,49.2,7.1,4.1,9.6,18.3,69,Flood,0,Rust Disease,0.833,Severe,13740,63.1
FDP-02589,Tomato,Karnataka,Rabi,Sandy,32.1,79.3,143.79,6.19,51.8,34.5,51.9,14.4,6.8,6.9,3.72,24,Furrow,0,Leaf Blight,0.306,Mild,1877,12.2
FDP-02590,Rice,Madhya Pradesh,Rabi,Red Laterite,15.6,95.2,259.09,6.31,50.9,32.2,43.6,8.8,7.4,17.4,16.5,103,Flood,1,Downy Mildew,0.928,Severe,9886,77.0
FDP-02591,Soybean,Andhra Pradesh,Zaid,Black Cotton,21.9,65.4,45.64,6.79,63.5,38.5,62.8,24.7,6.7,13.0,16.61,94,Flood,0,Powdery Mildew,0.686,Moderate,3811,23.1
FDP-02592,Soybean,Maharashtra,Rabi,Clay,24.3,55.2,86.47,6.44,70.4,67.4,69.1,5.2,4.4,7.8,1.86,101,Flood,0,Healthy,0.077,None,0,0.0
FDP-02593,Maize,Bihar,Kharif,Sandy,24.8,63.9,54.39,7.21,61.2,49.3,58.8,17.7,11.0,1.5,21.86,74,Flood,1,Powdery Mildew,0.443,Mild,654,11.2
FDP-02594,Wheat,Jharkhand,Rabi,Sandy,31.5,73.8,150.58,6.35,49.1,36.9,47.2,23.5,7.7,4.5,4.21,53,Drip,1,Bacterial Wilt,0.948,Severe,22514,45.1
FDP-02595,Wheat,Telangana,Kharif,Sandy,21.0,86.1,323.53,5.69,37.6,34.1,32.6,24.5,4.6,13.3,16.68,19,Furrow,1,Root Rot,0.519,Moderate,7111,32.6
FDP-02596,Potato,Odisha,Kharif,Black Cotton,31.5,80.7,144.43,6.1,48.1,47.2,60.3,2.9,5.1,9.7,24.64,19,Sprinkler,1,Leaf Blight,0.81,Severe,12334,76.4
FDP-02597,Soybean,Telangana,Rabi,Red Laterite,29.4,85.9,229.71,6.7,57.6,44.1,52.4,13.2,4.5,4.9,14.68,61,Rainfed,0,Leaf Blight,0.617,Moderate,3128,29.3
FDP-02598,Soybean,Odisha,Kharif,Sandy Loam,24.9,86.9,177.98,6.34,44.3,39.4,43.4,11.4,8.7,4.5,15.44,20,Rainfed,0,Anthracnose,0.434,Mild,1541,14.9
FDP-02599,Soybean,Tamil Nadu,Rabi,Sandy,29.2,83.4,181.38,6.31,51.0,33.8,46.5,9.9,11.8,10.4,23.36,24,Furrow,1,Leaf Blight,0.613,Moderate,4580,34.9
FDP-02600,Tomato,Jharkhand,Kharif,Silty Clay,20.1,76.0,112.35,5.99,53.4,49.5,55.1,19.3,6.0,5.4,24.21,42,Furrow,1,Rust Disease,0.887,Severe,17102,74.5
FDP-02601,Rice,Jharkhand,Rabi,Silty Clay,19.4,78.6,112.62,6.34,49.5,39.6,43.4,21.5,10.4,2.7,16.28,105,Drip,1,Rust Disease,0.712,Moderate,7080,42.2
FDP-02602,Wheat,Tamil Nadu,Rabi,Silty Clay,17.0,93.2,233.09,6.24,50.6,39.4,42.6,22.7,6.2,1.4,21.56,117,Flood,0,Downy Mildew,0.876,Severe,22303,55.4
FDP-02603,Tomato,Jharkhand,Zaid,Loam,22.5,48.0,83.5,6.3,87.2,46.7,72.3,7.1,4.4,2.7,8.44,63,Flood,0,Healthy,0.01,None,0,0.0
FDP-02604,Sorghum,Telangana,Zaid,Silty Clay,33.3,78.5,140.04,6.67,27.5,32.1,45.8,23.5,8.2,5.7,23.41,98,Drip,0,Bacterial Wilt,0.531,Moderate,4361,34.1
FDP-02605,Potato,Tamil Nadu,Kharif,Sandy Loam,29.5,92.2,213.37,6.37,50.5,40.6,52.3,10.6,11.9,12.6,10.89,24,Rainfed,0,Leaf Blight,0.606,Moderate,7726,44.7
FDP-02606,Maize,Andhra Pradesh,Kharif,Red Laterite,27.7,66.2,131.92,6.8,53.4,50.6,54.3,5.6,8.3,14.0,24.71,82,Rainfed,1,Mosaic Virus,0.51,Moderate,7218,24.0
FDP-02607,Sugarcane,Tamil Nadu,Zaid,Silty Clay,24.1,57.5,45.52,6.84,62.9,38.5,56.3,14.6,5.3,5.5,3.78,77,Furrow,0,Powdery Mildew,0.842,Severe,12631,76.8
FDP-02608,Sugarcane,West Bengal,Zaid,Black Cotton,26.6,59.4,72.49,6.94,76.8,56.5,62.6,11.1,11.3,12.2,1.49,98,Drip,1,Healthy,0.033,None,0,0.0
FDP-02609,Potato,West Bengal,Kharif,Sandy,19.7,79.2,233.64,5.8,28.7,24.6,32.9,5.0,7.9,16.8,2.97,21,Drip,1,Root Rot,0.991,Severe,14551,69.4
FDP-02610,Cotton,Bihar,Rabi,Loam,28.8,80.9,173.8,6.41,58.3,36.0,58.5,22.9,7.3,9.7,17.53,110,Rainfed,1,Leaf Blight,0.317,Mild,1891,9.9
